,r,DAPX_uniform,APX_uniform_list
0,0.4723774929733302,1.1113428611090328,1.1337921845215597
1,0.4697531735679228,1.1095306003732848,1.1303404552928702
2,0.4671288541625154,1.1041820841924048,1.1287190753978242
3,0.46450453475710807,1.1034482534798646,1.1294628228430448
4,0.4618802153517006,1.1067606827383352,1.1337266509983264
5,0.45925589594629324,1.101229499290416,1.1282127711082024
6,0.45663157654088576,1.10134172037294,1.125033049510732
7,0.4540072571354784,1.1015262660095895,1.1289713355303135
8,0.4513829377300711,1.0956724143718917,1.122032467214899
9,0.44875861832466374,1.095694816490917,1.122711710993682
10,0.44613429891925627,1.093173608246054,1.120398874349782
11,0.4435099795138488,1.0895383166663604,1.1170158370880823
12,0.44088566010844144,1.090307652797277,1.1197073052467705
13,0.43826134070303424,1.0863811038125015,1.115363197348896
14,0.43563702129762677,1.085390384618993,1.1151332998767702
15,0.4330127018922193,1.0844706679778047,1.1142565449418047
16,0.43038838248681194,1.0779227864110463,1.108550861830551
17,0.42776406308140447,1.0805814976826364,1.1136219620487162
18,0.4251397436759973,1.0797926128180042,1.1087423978961772
19,0.4225154242705898,1.0769232333077507,1.1078757689594987
20,0.41989110486518233,1.0746210485692123,1.105674593065997
21,0.41726678545977497,1.0694532242448478,1.1009233856813667
22,0.4146424660543675,1.0717537014747733,1.1030923988165209
23,0.4120181466489603,1.070311892037182,1.1038385832878608
24,0.40939382724355283,1.0669513779138928,1.1008991347461325
25,0.4067695078381454,1.065788982994377,1.1006858965558828
26,0.404145188432738,1.0645726998461673,1.0982364732302807
27,0.4015208690273306,1.060928746688162,1.0961579598282598
28,0.39889654962192334,1.058564317590389,1.0931329549378201
29,0.39627223021651586,1.0647151197078022,1.0963833521771709
30,0.3936479108111085,1.0558414538036762,1.0932402939379908
31,0.39102359140570103,1.0559538857552218,1.0904761090685546
32,0.3883992720002936,1.0523786962422406,1.0913807553659503
33,0.38577495259488637,1.0532406862814423,1.0901222390551402
34,0.383150633189479,1.0512139038278652,1.0886613955551674
35,0.3805263137840715,1.0493753133519597,1.0872853038100943
36,0.3779019943786641,1.0468338338544254,1.0839486391127977
37,0.3752776749732567,1.0447117541674695,1.0833008170282197
38,0.37265335556784945,1.0427387176404586,1.081017606871774
39,0.370029036162442,1.0473117405861994,1.0841334735748003
40,0.3674047167570346,1.0388950178622836,1.0802405149309582
41,0.36478039735162715,1.0376600882550449,1.07825816430103
42,0.36215607794621973,1.0403410475370434,1.07827985863466
43,0.3595317585408125,1.036114970863057,1.077304265353801
44,0.35690743913540507,1.036925942242317,1.0764669400660143
45,0.35428311972999765,1.0338095481230751,1.0755024529768789
46,0.35165880032459024,1.0335017898367482,1.0731105869999302
47,0.34903448091918277,1.0329664516166068,1.072973615626181
48,0.3464101615137755,1.0305035667725333,1.0696245149265136
49,0.3437858421083681,1.0279377742630187,1.0690131845890098
50,0.3411615227029607,1.0287370779774831,1.0692049518964537
51,0.33853720329755327,1.0265354388430161,1.0685231860827697
52,0.3359128838921458,1.0238972291410442,1.0682724011212643
53,0.3332885644867386,1.025976999207361,1.0662268455403265
54,0.3306642450813312,1.0255021384080198,1.0668595103991092
55,0.3280399256759237,1.0235257474974049,1.0661860409079478
56,0.3254156062705163,1.0223052869737654,1.0640827231933148
57,0.3227912868651089,1.0190355738727506,1.0622952516157564
58,0.32016696745970163,1.017361088513833,1.06031865941424
59,0.31754264805429416,1.0191358951468605,1.0612428352988734
60,0.31491832864888675,1.0143689954912283,1.0577186925319555
61,0.31229400924347933,1.0134076917189359,1.056972089343405
62,0.3096696898380719,1.0145962288078698,1.0592322039825655
63,0.30704537043266467,1.0141481401389285,1.0575241448181258
64,0.30442105102725725,1.0125383281354043,1.057202890632326
65,0.30179673162184983,1.0119257054400634,1.0565286764527113
66,0.2991724122164424,1.010614055404344,1.0562384043138098
67,0.29654809281103495,1.0071705224478662,1.053003616043832
68,0.2939237734056277,1.0084480826507538,1.0513470902543822
69,0.29129945400022034,1.0093286144393032,1.0528130404230318
70,0.28867513459481287,1.0091204915632748,1.0557764741630167
