,r_list,u_m_list,rev_A_list,APX_rev_list,rev_A1_list,rev_A2_list,rho_list,DAPX,r_rho_list,APX_pareto1_list
0,0.010000000000000002,5.049997500187484,4.880242978747503,4.885257323457944,5.0,5.0041373439104735,1.0530995542620658,1.034784030667987,1.0400528506099929,1.0337219036423102
1,0.21387755102040823,6.045737297304221,4.66115606964885,4.615913264882311,5.0,5.1749017061289,1.5232910675901545,1.2970467426892398,1.3588675991504982,1.3097597269212047
2,0.4177551020408163,6.927354860909514,4.652352775551174,4.537006464351486,5.0,5.346270043620776,1.9708811032144544,1.4890003392076852,1.6148567409831283,1.526855849851583
3,0.6216326530612246,7.6397043934218125,4.607249823106815,4.483203354723922,5.0,5.487890851744176,2.471578353004356,1.6581919120396464,1.8609101368225078,1.7040726884208601
4,0.8255102040816329,8.183085201570346,4.521168746215101,4.320877619326594,5.0,5.576968084785009,3.041801058027484,1.8099490775301899,2.102195097928625,1.893847945373115
5,1.0293877551020412,8.586356291726053,4.412916908393197,4.215346072534455,5.0,5.653472749102935,3.6911557755955275,1.9457326004473676,2.3389534275425605,2.036927963678093
6,1.2332653061224481,8.883693769537416,4.2991618171966435,3.9947076964066452,5.0,5.695845569166259,4.426584373684761,2.066378086538322,2.570254002181926,2.22386578560643
7,1.4371428571428568,9.104193367365582,4.1900617307948655,3.810910724441962,5.0,5.733347551891291,5.253441916213173,2.1728065007859665,2.7950084440738054,2.388981014163937
8,1.641020408163264,9.269700294140122,4.090524889357627,3.6762984489150297,5.0,5.760975148922583,6.175941521469581,2.2661395651832423,3.012314333800993,2.521476540316211
9,1.844897959183676,9.395780849648268,4.00221935785887,3.5013340104398347,5.0,5.775863953216634,7.197413010166942,2.3476426476221124,3.2215542384086877,2.6834860146541626
10,2.048775510204083,9.493325905259058,3.9250805010135768,3.373989597662859,5.0,5.790489037944087,8.320488202439973,2.418632153609993,3.4223927421291696,2.8136796603744787
11,2.2526530612244913,9.56994510042786,3.858233399996244,3.2265341931732054,5.0,5.804218245271355,9.547246047614346,2.480395587378715,3.614733005888801,2.9660138487533243
12,2.4565306122448987,9.630994352030788,3.8005023010040198,3.114399523515765,5.0,5.824659918442576,10.879329092255777,2.53413722430492,3.798662274600224,3.09240811248218
13,2.6604081632653047,9.680287068089795,3.7506708976773107,2.998609229615216,5.0,5.826434224755584,12.318036830825887,2.5809481375944063,3.974400031848356,3.2282589450083092
14,2.8642857142857183,9.720575050098212,3.7076034300251672,2.8608398727635564,5.0,5.828200361093403,13.86439988534713,2.621794707432404,4.142254264640156,3.3978046596184313
15,3.0681632653061137,9.753872020252372,3.670291990973299,2.77475503460787,5.0,5.836361675790389,15.519238423262966,2.657519359288308,4.302587094245862,3.5152191449688797
16,3.27204081632652,9.781672184771034,3.637866679795813,2.704292497907147,5.0,5.836596016643388,17.2832078385824,2.68884845041107,4.455789076844314,3.617091047784614
17,3.4759183673469476,9.805099214560846,3.6095883784169853,2.6344747183131583,5.0,5.844679189144745,19.15683430758241,2.7164036966622085,4.602260745630636,3.721842212567902
18,3.6797959183673488,9.82500895454682,3.584834485219337,2.5493555584167624,5.0,5.8395656404950955,21.140542397274274,2.7407148070730747,4.7423998473349815,3.8539186588192074
19,3.8836734693877717,9.842061117900109,3.563082797240118,2.4331330926438537,5.0,5.850020891180371,23.234676492292497,2.7622319429465807,4.876592879310321,4.04501551832731
20,4.087551020408162,9.856769972591978,3.543895990454941,2.403828094471629,5.0,5.839258801825461,25.4395174411247,2.7813372624761015,5.005209778468207,4.100447114026486
21,4.291428571428574,9.869540631503664,3.5269077202162116,2.3531480442344535,5.0,5.841688062460748,27.755295516537522,2.7983552206176316,5.128600863691946,4.194186020588649
22,4.495306122448979,9.880695356167902,3.511810644896653,2.2741032809678816,5.0,5.846112537091923,30.182200537181824,2.813561537130848,5.247095352819504,4.344875379610102
23,4.699183673469404,9.8904928484444,3.4983463329804163,2.2183989797409884,5.0,5.850048940093011,32.72038980147533,2.827190880217452,5.361000953547012,4.45839226341475
24,4.903061224489776,9.89914255944206,3.4862968675817125,2.2024197849021365,5.0,5.8509565543788975,35.36999433250846,2.839443379447101,5.470604165861406,4.494666560526709
25,5.106938775510244,9.90681541654993,3.4754779151240585,2.13178274142651,5.0,5.860624748420213,38.13112381552994,2.8504901076881977,5.576171037792573,4.647197495332314
26,5.310816326530662,9.913651946863144,3.4657330254974763,2.084474530729988,5.0,5.844839874345184,41.00387051996304,2.8604776749761687,5.677948193149558,4.755947746404634
27,5.514693877551024,9.919768487934427,3.4569289526770155,2.0796534283593213,5.0,5.859013324409952,43.988312429727785,2.869532068413684,5.776164005803686,4.769914233142357
28,5.718571428571416,9.925261979177446,3.448951813409002,2.0407914943499215,5.0,5.862244651336463,47.084515753736014,2.8777618581360085,5.871029835227855,4.863437546979322
29,5.922448979591834,9.9302136898634,3.441703930576484,2.0157540176068722,5.0,5.8693116862415105,50.292536949007136,2.8852608737324172,5.962741266576934,4.926302318202829
30,6.126326530612244,9.934692143111464,3.4351012347406447,1.9966596975016404,5.0,5.866119462580559,53.61242435882492,2.892110439901358,6.051479318714769,4.975656169923419
31,6.330204081632659,9.938755426732266,3.429071120040163,1.9499758238176526,5.0,5.858076789971268,57.04421954543271,2.898381246352178,6.137411597645864,5.096860845830499
32,6.534081632653109,9.942453032637546,3.423550670463615,1.91730016449743,5.0,5.851861509345428,60.587958379232546,2.9041349142033135,6.220693382498313,5.185652834512587
33,6.737959183673368,9.945827330954387,3.4184851881951825,1.8969828263856225,5.0,5.860067585966202,64.24367193299133,2.9094253107486385,6.301468637834467,5.242971729957337
34,6.941836734693842,9.948914758996864,3.413826968696634,1.8539738333438702,5.0,5.858490446206819,68.01138721921508,2.914299655554969,6.379870950432807,5.366264927834915
35,7.145714285714274,9.951746786101427,3.409534278230566,1.8526307842889065,5.0,5.861255754481401,71.89112780074392,2.9187994529464154,6.456024391624861,5.3716838079645735
36,7.3495918367345965,9.954350701108076,3.4055704972927434,1.7893159985307736,5.0,5.860209598320077,75.88291429852819,2.922961280355606,6.530044308039812,5.5632156138332745
37,7.553469387755053,9.956750258617532,3.4019034009914244,1.795203235339401,5.0,5.861327835644069,79.98676481555965,2.926817456285153,6.602038044697276,5.5463081074133145
38,7.757346938775544,9.958966212118241,3.3985045523332116,1.7996545192863727,5.0,5.860023746308433,84.20269529217343,2.930396607908324,6.672105604950177,5.533821133662547
39,7.96122448979608,9.961016755969549,3.3953487892656504,1.7438953941114093,5.0,5.861699601301084,88.53071980498561,2.933724154484856,6.7403402520045095,5.711934780953488
40,8.165102040816386,9.962917893554156,3.3924137894011475,1.7270324908843229,5.0,5.863424252571542,92.97085081929205,2.936822720353604,6.806829056741599,5.768807446380275
41,8.368979591836874,9.964683745313344,3.389679699729853,1.744799323455845,5.0,5.860042781876244,97.52309940296696,2.939712488500757,6.871653396422291,5.711077263359288
42,8.572857142857146,9.966326807588482,3.387128820586008,1.71742142486999,5.0,5.858356558594212,102.18747540827484,2.942411504108133,6.9348894086328,5.8030758573673555
43,8.776734693877486,9.967858171016822,3.3847453350370675,1.69706258858873,5.0,5.862684949744906,106.9639876270234,2.9449359358989,6.996608404530721,5.8735949033594865
44,8.980612244898035,9.969287705523296,3.382515076664272,1.6717594263090898,5.0,5.865903207074222,111.85264392328783,2.9473003015716603,7.056877245174011,5.963350676319193
45,9.184489795918408,9.970624217604636,3.380425329575181,1.6410094373265156,5.0,5.862160831297374,116.8534513473431,2.9495176628728097,7.11575868439075,6.075909126914275
46,9.38836734693871,9.971875584535347,3.378464655856762,1.6782896738505826,5.0,5.85965647238139,121.96641623378368,2.951599794672568,7.173311681356003,5.941689173154705
47,9.592244897958848,9.973048869275237,3.3766227461523766,1.619307725169005,5.0,5.868620140275154,127.19154428620135,2.9535573319937543,7.229591685752536,6.1588348615050075
48,9.79612244897977,9.974150419177622,3.3748902899893385,1.5658712248812419,5.0,5.870235903639478,132.52884065054542,2.9553998981131713,7.284650898125128,6.369713077736694
49,9.999999999999854,9.975185951049944,3.373258863093061,1.6100775637122093,5.0,5.861516739283363,137.97830997868382,2.9571362163125965,7.338538507785783,6.1954691971802065
